cod_id,http_status,stage_failed,reject_detail,n_blocks,n_sites,n_sites_primitive,volume_a3,is_ordered,formula_declared,formula_parsed,max_z,min_nn_dist_a,contains_carbon,n_parser_warnings,survived
4506443,200,,,1,103,103,1120.2513,True,C40 H28 Ce2 Co N12 O20,Ce2 Co1 H28 C40 N12 O20,58,0.8422,True,0,True
4506481,200,ordered,partial or mixed site occupancy,1,212,,1773.4966,False,,H76 C72 N4 Cl8 O16,17,,True,0,False
4506483,200,size_within_limit,312 sites > 150,1,312,,3446.4914,True,C36 H24 F6 N3 O6 P3,P12 H96 C144 N12 O24 F24,15,0.9488,True,0,False
4507123,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,3,False
4507126,200,,,1,138,138,1580.6464,True,C33 H27 Cl2 N5 O2,H54 C66 N10 Cl4 O4,17,0.7955,True,0,True
4507141,200,ordered,partial or mixed site occupancy,1,136,,1180.7727,False,,H68 Ru2 C56 N4,44,,True,1,False
4507236,200,,,1,120,120,1114.4208,True,C7 H6 N2,H48 C56 N16,7,0.8601,True,0,True
4507334,200,,,1,120,120,1130.3936,True,C12 H12 N2 O4,H48 C48 N8 O16,8,0.8135,True,0,True
4507386,200,ordered,partial or mixed site occupancy,1,106,,869.2151,False,,H35.988 C42 N2 O4,8,,True,0,False
4507889,200,ordered,partial or mixed site occupancy,1,70,,650.8555,False,,H28 C34 N4 O2,8,,True,0,False
4507959,200,ordered,partial or mixed site occupancy,1,776,,14986.7064,False,,Na16 La20 Mo116 N12 O584,57,,False,1,False
4508025,200,,,1,52,52,449.7052,True,C8 H14 O4,H28 C16 O8,8,0.9491,True,0,True
4508059,200,size_within_limit,540 sites > 150,1,540,,5451.8361,True,C64 H46 Cd2 N12 O11,Cd8 H184 C256 N48 O44,48,,True,0,False
4508074,200,size_within_limit,172 sites > 150,1,172,,1759.3156,True,C16 H17 Mo N3 O6,Mo4 H68 C64 N12 O24,42,0.7174,True,0,False
4508090,200,,,1,94,94,935.2909,True,C16 H17 O11 P2 Tb,Tb2 P4 H34 C32 O22,65,0.8202,True,0,True
4508174,200,,,1,124,124,1385.3113,True,C12 H10 Br N3 O4 S,H40 C48 S4 Br4 N12 O16,35,0.7729,True,0,True
4508328,200,size_within_limit,296 sites > 150,1,296,,2776.6127,True,C28 H36 O8 Zn2,Zn8 H144 C112 O32,30,0.9686,True,0,False
4508412,200,ordered,partial or mixed site occupancy,1,400,,3820.1574,False,,H176 C192 O16,8,,True,1,False
4508669,200,size_within_limit,714 sites > 150,1,714,,6923.141,True,C56 H73 Ag Cl3 N28 O30.5,Ag4 H240 C224 N112 Cl12 O122,47,,True,1,False
4508964,200,size_within_limit,212 sites > 150,1,212,,2235.9076,True,C23 H18 F3 N4 O4 S,H72 C92 S4 N16 O16 F12,16,0.8603,True,0,False
4508987,200,,,1,96,96,811.9107,True,C17 H25 N O5,H50 C34 N2 O10,8,0.8005,True,0,True
4509077,200,ordered,partial or mixed site occupancy,1,372,,3088.3488,False,,Cu4 H88 C112 N40 Cl12 O16,29,,True,0,False
4509188,200,,,1,84,84,775.7262,True,C17 H20 N2 O3,H40 C34 N4 O6,8,0.8603,True,0,True
4509405,200,,,1,122,122,1245.9689,True,C32 H20 N8 Pt,H40 Pt2 C64 N16,78,0.9293,True,0,True
4509410,200,ordered,partial or mixed site occupancy,1,122,,1313.9988,False,,Zn2 H42 C58 N12 O6,30,,True,1,False
4510061,200,ordered,partial or mixed site occupancy,1,900,,6771.4544,False,,H401.9958 C341.9982 O36,8,,True,0,False
4510198,200,,,1,98,98,1170.6139,True,C20 H18 N4 O6 Zn,Zn2 H36 C40 N8 O12,30,0.8456,True,0,True
4510369,200,size_within_limit,496 sites > 150,1,496,,5980.0122,True,C56 H40 O20 Pb8,H160 Pb32 C224 O80,82,,True,0,False
4510602,200,size_within_limit,172 sites > 150,1,172,,1902.3222,True,C21 H17 N O3 S,H68 C84 S4 N4 O12,16,0.8596,True,0,False
4510965,200,,,1,104,104,1002.1078,True,C21 H19 N4 O8,H38 C42 N8 O16,8,1.0309,True,0,True
4511046,200,ordered,partial or mixed site occupancy,1,426,,2552.6085,False,,H108.12 C78.06 S6 N18 Cl6 O18,17,,True,0,False
4511374,200,size_within_limit,236 sites > 150,1,236,,2211.852,True,C24 H29 N O5,H116 C96 N4 O20,8,0.839,True,0,False
4511424,200,size_within_limit,594 sites > 150,1,594,,9929.5661,True,C22 H28 Br4 Cu2 N20 O2,Cu18 H180 C180 Br36 N180,35,,True,1,False
4511905,200,size_within_limit,256 sites > 150,1,256,,2441.1169,True,C28 H29 Cl F N O4,H116 C112 N4 Cl4 O16 F4,17,0.8213,True,0,False
4512131,200,size_within_limit,216 sites > 150,1,216,,2070.2274,True,C21 H25 Co N5 O2,Co4 H100 C84 N20 O8,27,0.9194,True,0,False
4512192,200,ordered,partial or mixed site occupancy,1,567,,5377.9934,False,,Cu18 Mo36 P3 H90 C126 N72 O120,42,,True,1,False
4512214,200,size_within_limit,1024 sites > 150,1,1024,,12010.0685,True,C62 H48 N6 O10 Zn2,Zn16 H384 C496 N48 O80,30,,True,0,False
4512268,200,size_within_limit,324 sites > 150,1,324,,2858.4924,True,C12 H36 Ni3 O30,Ni12 H144 C48 O120,28,0.7938,True,0,False
4512444,200,size_within_limit,232 sites > 150,1,232,,2361.2422,True,C34 H20 O4,H80 C136 O16,8,0.9488,True,0,False
4512465,200,ordered,partial or mixed site occupancy,1,304,,5395.1115,False,,K8 Nd4 Mn4 V52 C12 N4 O204,60,,True,1,False
4512541,200,ordered,partial or mixed site occupancy,1,580,,5377.1654,False,,Cu12 H264 C188 N48 O56,29,,True,0,False
4512629,200,,,1,148,148,1348.2223,True,C8 H17 B10 N O,B40 H68 C32 N4 O4,8,0.8404,True,0,True
4512649,200,,,1,50,25,489.1528,True,C5 H9 N2 O8 Tm,Tm2 H18 C10 N4 O16,69,0.8584,True,0,True
4512826,200,size_within_limit,196 sites > 150,1,196,,2299.362,True,C19 H16 Ag F3 N4 O5 S,Ag4 H64 C76 S4 N16 O20 F12,47,0.8586,True,1,False
4512895,200,ordered,partial or mixed site occupancy,1,952,,11723.5901,False,,Co16 H336 C424 N32 O128,27,,True,0,False
4513132,200,ordered,partial or mixed site occupancy,1,856,,5953.2565,False,,Gd4 Fe12 H304 C164 N8 O76,64,,True,0,False
4513257,200,,,1,104,104,1236.1094,True,C22 H18 F4 I2 N2 O2 S2,H36 C44 S4 I4 N4 O4 F8,53,0.8512,True,0,True
4513311,200,ordered,partial or mixed site occupancy,1,48,,440.0672,False,,H17 C25 N3,7,,True,0,False
4513451,200,size_within_limit,280 sites > 150,1,280,,3280.1025,True,C40 H20 N10,H80 C160 N40,7,0.9487,True,0,False
4513452,200,ordered,partial or mixed site occupancy,1,212,,2409.1157,False,,H56 C92 N20,7,,True,1,False
4513520,200,size_within_limit,216 sites > 150,1,216,,5768.0987,True,C30 I9 N6 O6 Pb3,Pb12 C120 I36 N24 O24,82,1.1953,True,0,False
4513570,200,,,1,80,20,1191.2655,True,As4 O6,As32 O48,33,1.797,False,0,True
4513574,200,,,1,80,20,1055.6309,True,As4 O6,As32 O48,33,1.7945,False,0,True
4513668,200,ordered,partial or mixed site occupancy,1,130,,1499.4201,False,,H45 C29 S1 I1 N2 O1,53,,True,0,False
4513669,200,size_within_limit,220 sites > 150,1,220,,2181.5093,True,C23 H27 I N2 O S,H108 C92 S4 I4 N8 O4,53,0.851,True,0,False
4513706,200,ordered,partial or mixed site occupancy,1,136,,1105.3753,False,,H60 C46 N4 O14,8,,True,0,False
4513935,200,,,1,120,120,1179.6367,True,C29 H25 N O5,H50 C58 N2 O10,8,0.9295,True,1,True
4513977,200,,,1,68,68,746.3749,True,C16 H15 Br O2,H30 C32 Br2 O4,35,0.929,True,0,True
4514057,200,size_within_limit,304 sites > 150,1,304,,2715.3104,True,C25 H44 Mn N O3 P2,Mn4 P8 H176 C100 N4 O12,25,0.846,True,0,False
4514127,200,,,1,120,120,1201.2506,True,C13 H11 N O5,H44 C52 N4 O20,8,0.9933,True,0,True
4514128,200,,,1,48,48,552.655,True,C4 H3 K O4,K4 H12 C16 O16,19,1.0872,True,0,True
4514328,200,size_within_limit,208 sites > 150,1,208,,1811.5779,True,C22 H27 F O2,H108 C88 O8 F4,9,0.9494,True,0,False
4514514,200,size_within_limit,156 sites > 150,1,156,,3041.5514,True,C44 H26 O8,H52 C88 O16,8,0.9291,True,0,False
4514524,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,3,False
4514785,200,,,1,148,148,1391.938,True,C15 H17 N O4,H68 C60 N4 O16,8,0.8602,True,0,True
4514931,200,size_within_limit,348 sites > 150,1,348,,3458.7792,True,C168 H160 N4 O8 P4 Pd4,P4 H160 Pd4 C168 N4 O8,46,0.9259,True,0,False
4514995,200,size_within_limit,180 sites > 150,1,180,,1843.131,True,C14 H14 Fe2 N2 O13,Fe8 H56 C56 N8 O52,26,0.8489,True,0,False
4515104,200,size_within_limit,228 sites > 150,1,228,,2432.1191,True,C24 H17 N5 Ni O9 S,Ni4 H68 C96 S4 N20 O36,28,0.8585,True,0,False
4515399,200,size_within_limit,238 sites > 150,1,238,,2387.1233,True,C36 H44 K2 O36 Zn,K4 Zn2 H88 C72 O72,30,0.8174,True,0,False
4515437,200,size_within_limit,180 sites > 150,1,180,,2048.4015,True,C26 H13 N6,H52 C104 N24,7,0.9289,True,0,False
4515467,200,,,1,148,148,1416.2009,True,C17 H15 N O4,H60 C68 N4 O16,8,0.8801,True,0,True
4515510,200,,,1,76,76,790.3935,True,C19 H13 N O4 S,H26 C38 S2 N2 O8,16,0.9293,True,0,True
4515598,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,4,False
4515681,200,size_within_limit,248 sites > 150,1,248,,2711.6859,True,C38 H22 Cl2,H88 C152 Cl8,17,0.9494,True,0,False
4515869,200,size_within_limit,200 sites > 150,1,200,,1964.099,True,C21 H23 Br N4 Pt,H92 Pt4 C84 Br4 N16,78,0.9496,True,0,False
4516114,200,size_within_limit,476 sites > 150,1,476,,5007.5498,True,C48 H40 Co F12 N8 O8 P2,Co4 P8 H160 C192 N32 O32 F48,27,,True,0,False
4516120,200,,,1,136,136,1351.7956,True,C16 H14 Cl N O2,H56 C64 N4 Cl4 O8,17,0.8399,True,0,True
4516380,200,ordered,partial or mixed site occupancy,1,208,,4055.5216,False,,Cu16 H24 C80 I8 N16 O40,53,,True,1,False
4516546,200,ordered,partial or mixed site occupancy,1,392,,2942.317,False,,H194 C128 N6 O16,8,,True,0,False
4516766,200,ordered,partial or mixed site occupancy,1,164,,1352.1539,False,,Cs4 H76 C44 O16,55,,True,0,False
4516853,200,,,1,108,108,1266.734,True,C13 H11 Br2 N,H44 C52 Br8 N4,35,0.8599,True,0,True
4517014,200,,,1,74,74,779.0525,True,C14 H14 Br N3 O4 S,H28 C28 S2 Br2 N6 O8,35,0.8199,True,0,True
4517034,200,size_within_limit,208 sites > 150,1,208,,2011.1993,True,C9.5 H13 N O2 Zn0.5,Zn4 H104 C76 N8 O16,30,0.9294,True,0,False
4517038,200,,,1,54,54,511.5124,True,C20 H22 N2 O10,H22 C20 N2 O10,8,0.854,True,0,True
4517111,200,ordered,partial or mixed site occupancy,1,256,,2460.3001,False,,H80 C112 N8 Cl8 O16,17,,True,0,False
4517114,200,ordered,partial or mixed site occupancy,1,256,,2475.4635,False,,H80 C112 N8 Cl8 O16,17,,True,0,False
4517164,200,ordered,partial or mixed site occupancy,1,144,,1050.4826,False,,H58 C50 S2 N2,16,,True,0,False
4517560,200,ordered,partial or mixed site occupancy,1,64,,368.4553,False,,Na12 Ni4 H20.0016,28,,False,0,False
4517580,200,,,1,90,90,921.4726,True,C23 H19 Br N2,H38 C46 Br2 N4,35,0.8605,True,0,True
4517734,200,size_within_limit,380 sites > 150,1,380,,4854.7957,True,C22.5 H17 Au Cl6 O,H136 Au8 C180 Cl48 O8,79,0.9485,True,0,False
4517768,200,size_within_limit,320 sites > 150,1,320,,2747.7033,True,C30 H45 Br N2 O2,H180 C120 Br4 N8 O8,35,0.82,True,0,False
4517851,200,size_within_limit,208 sites > 150,1,208,,2032.1853,True,C25 H23 F N2 O,H92 C100 N8 O4 F4,9,0.8797,True,0,False
4518292,200,size_within_limit,192 sites > 150,1,192,,2056.2086,True,C26 H17 N O2 S2,H68 C104 S8 N4 O8,16,0.9487,True,0,False
4518326,200,,,1,100,100,947.5031,True,C28 H22,H44 C56,6,0.9297,True,0,True
4518329,200,size_within_limit,204 sites > 150,1,204,,2271.4939,True,C64 H80 Cu4 N64 O8,Cu4 H64 C72 N56 O8,29,0.8125,True,1,False
4518494,200,,,1,108,108,1167.8904,True,C26 H23 Au Cl Fe2 P,Fe4 P2 H46 Au2 C52 Cl2,79,0.9287,True,0,True
4518611,200,,,1,82,82,794.4996,True,C18 H18 O4 S,H36 C36 S2 O8,16,0.8197,True,0,True
4518764,200,,,1,106,106,977.6127,True,C24 H25 N O3,H50 C48 N2 O6,8,0.9241,True,0,True
4518840,200,size_within_limit,448 sites > 150,1,448,,4487.1566,True,C34 H22,H176 C272,6,,True,0,False
4518884,200,,,1,102,102,1410.3811,True,C20 H17 Cd N3 O10,Cd2 H34 C40 N6 O20,48,0.8193,True,0,True
4518930,200,ordered,partial or mixed site occupancy,1,376,,5150.0187,False,,La4 Zn4 H116 C192 N16 O40,57,,True,0,False
4519006,200,size_within_limit,524 sites > 150,1,524,,5241.9085,True,C36 H25 N2 O2.5,H200 C288 N16 O20,8,,True,0,False
4519052,200,size_within_limit,278 sites > 150,1,278,,2846.8366,True,C51 H61 Al2 Cl3 N4 O16 Rb2,Rb4 Al4 H122 C102 N8 Cl6 O32,37,0.9499,True,0,False
4519141,200,ordered,partial or mixed site occupancy,1,780,,16419.9571,False,,Ho24 H138 C354 N12 O156,67,,True,1,False
4519197,200,,,1,124,124,1070.0082,True,C9 H19 N O2,H76 C36 N4 O8,8,0.9499,True,0,True
4519261,200,,,1,102,102,1001.8305,True,C56 H44 N2,H44 C56 N2,7,0.9499,True,0,True
4519300,200,size_within_limit,368 sites > 150,1,368,,3594.8633,True,C24 H21 N,H168 C192 N8,7,0.9498,True,0,False
4519516,200,size_within_limit,246 sites > 150,1,246,,2637.4,True,C18 H24 Cl3 Co1.5 N12 O3,Co6 H96 C72 N48 Cl12 O12,27,0.6583,True,0,False
5910017,200,,,1,12,12,206.4251,True,Ni S Sb,Ni4 Sb4 S4,51,2.3589,False,0,True
5910292,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,3,False
6000055,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,2,False
6000099,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,2,False
6000297,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,2,False
6000342,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,2,False
6000433,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,2,False
6000494,200,ordered,partial or mixed site occupancy,1,110,,1059.7369,False,,V8 P8 H30 N4 O54.8,23,,False,1,False
6000623,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,2,False
6000773,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,2,False
7000165,200,ordered,partial or mixed site occupancy,1,316,,2696.4999,False,,Ga6 H104 Ru12 C96 O28,44,,True,0,False
7000416,200,ordered,partial or mixed site occupancy,1,148,,1861.2688,False,,Ga4 P8 H77 C32 O24 F2,31,,True,0,False
7000422,200,size_within_limit,232 sites > 150,1,232,,2339.9954,True,C23 H29 Al Li N3 O,Li4 Al4 H116 C92 N12 O4,13,0.9488,True,0,False
7000466,200,ordered,partial or mixed site occupancy,1,396,,3454.653,False,,Ni8 H176 C112 Br16 N16,35,,True,0,False
7000572,200,size_within_limit,296 sites > 150,1,296,,3142.981,True,C30 H27 B F15 P,B4 P4 H108 C120 F60,15,0.9591,True,0,False
7000605,200,ordered,partial or mixed site occupancy,1,960,,10504.8196,False,,Fe8 P32 H384 C416 N16 Cl16,26,,True,1,False
7000740,200,size_within_limit,800 sites > 150,1,800,,7829.4774,True,C96 H98 B2 Ir2 N O P,B8 P4 H388 Ir8 C384 N4 O4,77,,True,2,False
7000749,200,,,1,86,86,821.7341,True,C14 H22 N4 O2 Zn,Zn2 H44 C28 N8 O4,30,0.95,True,0,True
7001020,200,ordered,partial or mixed site occupancy,1,306,,2098.5668,False,,Ni2 H104 C88 S8 O8,28,,True,0,False
7001076,200,size_within_limit,292 sites > 150,1,292,,3398.3063,True,C25 H31 Cl7 N6 O2 Pd2,H124 Pd8 C100 N24 Cl28 O8,46,0.8801,True,0,False
7001339,200,size_within_limit,1600 sites > 150,1,1600,,16136.5145,True,C25 H20 N4 O,H640 C800 N128 O32,8,,True,0,False
7001368,200,,,1,104,104,1012.1843,True,C27 H23 Fe N,Fe2 H46 C54 N2,26,0.9006,True,0,True
7001763,200,ordered,partial or mixed site occupancy,1,104,,1069.1078,False,,K2 B2 H42 C38 S6 N6 O2,19,,True,0,False
7001905,200,ordered,partial or mixed site occupancy,1,50,,528.1813,False,,Ca10 Cu0.2 P6 H1.28 O25.84,29,,False,1,False
7002094,200,,,1,148,148,1537.4647,True,C28 H33 B Cl2 F4 N4 O Pd,B2 H66 Pd2 C56 N8 Cl4 O2 F8,46,0.9495,True,0,True
7002190,200,ordered,partial or mixed site occupancy,1,440,,3760.3165,False,,P8 H93.76 Au8 C150.88 Cl13.76 F32,79,,True,0,False
7002217,200,size_within_limit,452 sites > 150,1,452,,4841.8924,True,C57 H38 Eu N11 O6,Eu4 H152 C228 N44 O24,63,,True,0,False
7002486,200,,,1,106,106,1199.6515,True,C56 H42 Cu2 I2 P2 S2,Cu2 P2 H42 C56 S2 I2,53,0.949,True,0,True
7002737,200,size_within_limit,392 sites > 150,1,392,,5051.4064,True,C30 H18 Dy2 N36 O12,Dy8 H72 C120 N144 O48,66,0.929,True,0,False
7002869,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,18,,266.0086,True,As Ce F2 H4 N O4,Ce2 As2 N2 O8 F4,58,,False,1,False
7002921,200,,,1,136,136,1826.5851,True,C22 H30 Br2 Cl8 Ga4 Si2,Ga8 Si4 H60 C44 Br4 Cl16,35,0.9591,True,0,True
7003101,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,3,False
7003158,200,ordered,partial or mixed site occupancy,1,380,,3348.1265,False,,Cd4 Ni8 H140 C64 S24 N60,48,,False,0,False
7003219,200,size_within_limit,196 sites > 150,1,196,,2168.1188,True,C21 H22 Cl2 N P Pd S,P4 H88 Pd4 C84 S4 N4 Cl8,46,0.949,True,0,False
7003392,200,size_within_limit,444 sites > 150,1,444,,4072.3359,True,C38 H66 Cl Ga N2 Ni P2,Ga4 Ni4 P8 H264 C152 N8 Cl4,31,,True,0,False
7003481,200,ordered,partial or mixed site occupancy,1,68,,644.7802,False,,Zn2 H22 C26 N2 O13,30,,True,0,False
7003534,200,size_within_limit,276 sites > 150,1,276,,2540.3125,True,C36 H72 B20 N8 Zr2,Zr4 B40 H144 C72 N16,40,0.7159,True,0,False
7003728,200,,,1,70,70,752.3045,True,C22 H20 Ag2 F6 N12 O6 S2,Ag2 H20 C22 S2 N12 O6 F6,47,0.9495,True,0,True
7003746,200,size_within_limit,216 sites > 150,1,216,,2043.9447,True,C20 H24 B Ir N8,B4 H96 Ir4 C80 N32,77,0.9491,True,0,False
7003765,200,ordered,partial or mixed site occupancy,1,302,,2871.4585,False,,H146 Ru2 C122 N8 Cl2 O2,44,,True,1,False
7003875,200,ordered,partial or mixed site occupancy,1,88,,701.349,False,,H42 C26 N14 O4,8,,True,0,False
7004175,200,size_within_limit,160 sites > 150,1,160,,1603.9995,True,C26 H45 F3 Ir2 O3 P2 S,P4 H86 Ir4 C52 S2 O6 F6,77,0.9491,True,1,False
7004322,200,size_within_limit,164 sites > 150,1,164,,2149.6957,True,C16 H16 I S8,H64 C64 S32 I4,53,0.9303,True,0,False
7004560,200,,,1,92,92,994.0857,True,C22 H13 F6 N3 O Pt,H26 Pt2 C44 N6 O2 F12,78,0.9495,True,0,True
7004871,200,size_within_limit,624 sites > 150,1,624,,7122.158,True,C31 H40 Cl2 P4 Pt,P32 H320 Pt8 C248 Cl16,78,,True,0,False
7005026,200,size_within_limit,936 sites > 150,1,936,,10934.041,True,C105 H86 Cl13 Cu6 N19 O3 P2,Cu24 P8 H344 C420 N76 Cl52 O12,29,,True,0,False
7005648,200,size_within_limit,204 sites > 150,1,204,,1986.8622,True,C16 H16 Cu N8 O8 S2,Cu4 H64 C64 S8 N32 O32,29,0.8524,True,0,False
7005687,200,size_within_limit,260 sites > 150,1,260,,2735.867,True,C27 H22 B F14 P,B4 P4 H88 C108 F56,15,0.959,True,0,False
7005705,200,ordered,partial or mixed site occupancy,1,98,,1226.2368,False,,Zr2 Si4 H44 C35 N2 Cl6 O4,40,,True,1,False
7005753,200,,,1,138,138,1757.4006,True,C32 H28 Fe2 N12 Ni O6,Fe4 Ni2 H32 C64 N24 O12,28,0.9291,True,1,True
7005963,200,size_within_limit,288 sites > 150,1,288,,2581.8008,True,C10 H21 N3 O2,H168 C80 N24 O16,8,0.8295,True,0,False
7006029,200,ordered,partial or mixed site occupancy,1,616,,7132.0015,False,,P8 H224 Pd8 C248 S8 N32 Cl4 O40 F24,46,,True,1,False
7006371,200,size_within_limit,1008 sites > 150,1,1008,,10418.9775,True,C51 H68 Ag B Cl2 F4 O2 P2,Ag8 B8 P16 H528 C400 O16 F32,47,,True,1,False
7006433,200,,,1,50,50,424.4783,True,C8 H13 N O3,H26 C16 N2 O6,8,0.8477,True,0,True
7006541,200,size_within_limit,388 sites > 150,1,388,,3661.7052,True,C27 H58 Li4 N6 S Si,Li16 Si4 H232 C108 S4 N24,16,0.8053,True,0,False
7006713,200,size_within_limit,543 sites > 150,1,543,,5256.2233,True,C24 H39 Cl3 Fe N10 O13.5,Fe6 H234 C144 N60 Cl18 O81,26,,True,1,False
7006789,200,ordered,partial or mixed site occupancy,1,176,,1728.3822,False,,Sb8 H108 Pt4 C40 I4,78,,True,0,False
7006794,200,ordered,partial or mixed site occupancy,1,424,,4506.5067,False,,Ni1.48 P10 H182 Pt6.52 Au4 C206 O14,79,,True,0,False
7006864,200,size_within_limit,206 sites > 150,1,206,,2064.9545,True,C36 H57 Mo N3 O S3 Si2,Si4 Mo2 H114 C72 S6 N6 O2,42,0.9493,True,0,False
7006911,200,size_within_limit,372 sites > 150,1,372,,3590.3941,True,C30 H56 Mo N6,Mo4 H224 C120 N24,42,0.7826,True,0,False
7007010,200,size_within_limit,196 sites > 150,1,196,,1967.1642,True,C26 H44 Cu4 N16 O8,Cu8 H88 C52 N32 O16,29,0.6023,True,0,False
7007159,200,ordered,partial or mixed site occupancy,1,314,,3135.4846,False,,Cu2 H77.9 C126.6 N8 O64.3 F9.9,29,,True,1,False
7007355,200,,,1,124,124,1128.6187,True,C2 H18 B10 S,B40 H72 C8 S4,16,0.9793,True,1,True
7007431,200,,,1,147,147,1446.6967,True,C24 H21 B Fe O2,Fe3 B3 H63 C72 O6,26,0.9492,True,0,True
7007481,200,size_within_limit,544 sites > 150,1,544,,5687.6771,True,C48 H78 Br3 N8 O12 Yb,Yb4 H256 C192 Br12 N32 O48,70,,True,1,False
7007563,200,ordered,partial or mixed site occupancy,1,308,,1579.9771,False,,P8 H88 C52 N8 Cl8,17,,True,1,False
7007756,200,ordered,partial or mixed site occupancy,1,696,,4269.716,False,,B72 H272 C120 N8,7,,True,0,False
7007803,200,size_within_limit,302 sites > 150,1,302,,3258.62,True,C68 H58 B2 F8 Fe N2 P4 S8,Fe2 B4 P8 H116 C136 S16 N4 F16,26,0.7194,True,0,False
7008070,200,size_within_limit,220 sites > 150,1,220,,2593.7104,True,C18 H24 Cd I2 N6 O4,Cd4 H96 C72 I8 N24 O16,53,0.8493,True,0,False
7008140,200,,,1,88,88,1276.0558,True,C16 H16 Al2 F8 N2,Al4 H32 C32 N4 F16,13,0.8502,True,0,True
7008199,200,size_within_limit,560 sites > 150,1,560,,6640.6883,True,C22 H30 Cl4 Fe2 Mo O7 P2 S2,Fe16 Mo8 P16 H240 C176 S16 Cl32 O56,42,,True,0,False
7008230,200,ordered,partial or mixed site occupancy,1,376,,4182.8648,False,,Na8 Mo28 H96 C50 N34 O132,42,,True,1,False
7008253,200,size_within_limit,268 sites > 150,1,268,,2791.949,True,C80 H40 Cu2 N4 S8,Cu4 H80 C160 S16 N8,29,0.9792,True,0,False
7008267,200,ordered,partial or mixed site occupancy,1,540,,8538.2045,False,,La4 Mo88 P8 N44 O380,57,,False,1,False
7008435,200,size_within_limit,200 sites > 150,1,200,,1985.9898,True,C22 H25 N2 P,P4 H100 C88 N8,15,0.9582,True,0,False
7008464,200,size_within_limit,300 sites > 150,1,300,,3367.8274,True,C29 H35 B N7 Rh Te2,B4 Te8 H140 Rh4 C116 N28,52,0.9479,True,0,False
7008499,200,ordered,partial or mixed site occupancy,1,576,,5877.6784,False,,H240 Pt8 C192 S16 Br16 N32 O16,78,,True,0,False
7008865,200,size_within_limit,696 sites > 150,1,696,,7832.8486,True,C46 H36 Br2 P2 Pt,P16 H288 Pt8 C368 Br16,78,,True,0,False
7008875,200,size_within_limit,1296 sites > 150,1,1296,,12367.0651,True,C58 H92 Li2 N3 O4 Si2 Sm,Li16 Sm8 Si16 H736 C464 N24 O32,62,,True,1,False
7008879,200,ordered,partial or mixed site occupancy,1,408,,8326.6419,False,,Fe16 C223.44 N47.72 Cl12 O96,26,,True,1,False
7009080,200,size_within_limit,516 sites > 150,1,516,,5874.8446,True,C64 H54 P4 Pb S6,P16 H216 Pb4 C256 S24,82,,True,0,False
7009216,200,ordered,partial or mixed site occupancy,1,420,,4166.5037,False,,Cu4 H193.6 C78.4 Br8 N75.2 O56,35,,True,1,False
7009234,200,ordered,partial or mixed site occupancy,1,130,,1539.2067,False,,Tl2 B2 H45 C55 S6 N12 Cl3,81,,True,0,False
7009539,200,size_within_limit,836 sites > 150,1,836,,9361.1863,True,C104 H88 Cl2 Co Mn2 N2 O2 P8,Mn8 Co4 P32 H352 C416 N8 Cl8 O8,27,,True,0,False
7009726,200,,,1,136,136,1209.1532,True,C4 H16 Al N3 O8 P2,Al4 P8 H64 C16 N12 O32,15,0.849,True,0,True
7009809,200,,,1,122,122,1301.2886,True,C27 H25 Mo O7 P,Mo2 P2 H50 C54 O14,42,0.9294,True,0,True
7009948,200,ordered,partial or mixed site occupancy,1,560,,6594.99,False,,Ni25.084 P8 H163 Pd26.916 C262 N1 O68,46,,True,0,False
7009968,200,size_within_limit,616 sites > 150,1,616,,5941.3498,True,C26 H38 B9 O3 Ta,Ta8 B72 H304 C208 O24,73,,True,0,False
7010199,200,size_within_limit,168 sites > 150,1,168,,2322.1191,True,C18 H8 O12 Ru4,H32 Ru16 C72 O48,44,0.9795,True,0,False
7010692,200,ordered,partial or mixed site occupancy,1,500,,4860.1874,False,,B8 P8 H216 Rh8 C132 Cl8 O8 F88,45,,True,0,False
7010708,200,,,1,122,122,1144.2101,True,C18 H30 Cd N4 O6 S2,Cd2 H60 C36 S4 N8 O12,48,0.9095,True,0,True
7010813,200,size_within_limit,264 sites > 150,1,264,,3105.1007,True,C21 H17 F18 O9 Tb,Tb4 H68 C84 O36 F72,65,0.7876,True,0,False
7011014,200,ordered,partial or mixed site occupancy,1,244,,1963.2394,False,,Fe4 Si8 H120 C48 N8 Cl4 O4,26,,True,0,False
7011234,200,ordered,partial or mixed site occupancy,1,134,,1342.664,False,,Zn2 B4 H36 C44 N20 F16,30,,True,0,False
